quadrant,censusID,person in charge,data collection date,data entry person,data entry date,1st data curator,1st curation date,2nd data curator,2nd curation date
S01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
S07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
S20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T01,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T02,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T03,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T04,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T05,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T06,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Mariela Nuñez Ávila,2014,Fernanda Montero-Silva,6/3/2024
T07,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T08,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T09,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T10,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T11,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T12,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T13,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T14,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T15,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T16,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T17,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T18,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T19,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
T20,2014,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Mariela Nuñez Ávila,2013,Fernanda Montero-Silva,6/3/2024
